bbox,full_id,maxspeed,lanes,highway,wkt_geom
4,w25491110,50,2,tertiary,"LineString (10.0423769 53.5870835, 10.0426271 53.5870529, 10.0429212 53.5870169, 10.0433792 53.5869603, 10.0434185 53.5869535, 10.0434537 53.5869456)"
14,w755758904,50,1,tertiary,"LineString (10.1498257 53.5296275, 10.1498547 53.5296173, 10.1498862 53.5296102, 10.1499193 53.5296066, 10.149953 53.5296064, 10.1499862 53.5296098, 10.1500179 53.5296165, 10.1500471 53.5296265)"
14,w298909281,50,2,primary_link,"LineString (10.1461735 53.5222819, 10.1464285 53.5221668, 10.1468573 53.5219397, 10.1475701 53.5215534)"
0,w1197214075,50,3,primary,"LineString (9.9708311 53.5502815, 9.9709497 53.5502207, 9.9710979 53.5501479)"
5,w148331228,50,,secondary,"LineString (10.0186603 53.4916243, 10.0186763 53.4916824, 10.0186937 53.491733, 10.0187821 53.4919936, 10.0187994 53.4920451, 10.0189197 53.4923754, 10.0190306 53.4926406, 10.0190508 53.4926834, 10.0191206 53.492831, 10.0192468 53.4930403, 10.0193783 53.4932133, 10.0195322 53.4933666, 10.0198464 53.4936615, 10.0198586 53.4936721, 10.0203514 53.4940996, 10.020499 53.4942193, 10.0206138 53.4942975, 10.0206988 53.4943467, 10.0211023 53.4945634)"
9,w330906163,100,3,motorway,"LineString (9.903888 53.6206949, 9.9046203 53.6203667)"
1,w263877895,50,5,secondary,"LineString (10.1395178 53.627629, 10.1394732 53.6275844, 10.1393069 53.6274115, 10.1391911 53.6273008)"
2,w989704735,50,3,secondary,"LineString (10.0564846 53.5549931, 10.0567604 53.5549117)"
7,w1124865615,50,2,secondary,"LineString (9.9835492 53.457083, 9.9836477 53.4570782, 9.9837103 53.4570773, 9.9837786 53.4570821, 9.9838443 53.4570945)"
0,w163598251,50,1,secondary,"LineString (9.9624375 53.5494645, 9.9626516 53.5494873, 9.9648696 53.549706, 9.9649595 53.5497149, 9.9650255 53.5497214, 9.9669317 53.5499094)"
12,w1185539828,50,2,primary,"LineString (9.9608508 53.5759184, 9.9610045 53.5760993, 9.9610947 53.5762408)"
9,w25784411,80,5,motorway,"LineString (9.9177108 53.6087665, 9.9178025 53.6085331, 9.9179233 53.6082797, 9.9183077 53.6074734, 9.918491 53.6070808, 9.9185211 53.6070277, 9.9186741 53.6067571, 9.9188895 53.6063834, 9.9189071 53.6063543, 9.9191281 53.6059883, 9.9193911 53.6055909, 9.9198016 53.6049704, 9.920518 53.6038892, 9.920551 53.6038377)"
5,w754516365,50,5,tertiary,"LineString (10.0045871 53.5059874, 10.0042627 53.5059847, 10.0041249 53.5059835)"
12,w1185539846,50,4,primary,"LineString (9.9623556 53.5781123, 9.9622218 53.5779666, 9.9621825 53.5779238, 9.96212 53.5778599)"
4,w1246018808,50,2,tertiary,"LineString (10.0495879 53.587887, 10.0495457 53.5878066)"
10,w1055154075,30,1,secondary,"LineString (10.2104478 53.4994324, 10.2104205 53.499371)"
12,w1005411555,50,2,secondary,"LineString (9.9710717 53.5677979, 9.9710944 53.5678186, 9.9711173 53.5678344)"
13,w339819552,50,2,primary,"LineString (9.9771527 53.5874581, 9.9773321 53.5875114, 9.9778217 53.5876731, 9.9782613 53.5878537, 9.9793457 53.5883175, 9.980189 53.5886817, 9.9802637 53.588714, 9.9804178 53.5887827)"
4,w188148591,50,3,secondary,"LineString (10.0460338 53.5877818, 10.045939 53.5880822)"
0,w776520132,50,2,secondary,"LineString (9.9698143 53.5507277, 9.9697518 53.550674, 9.9697106 53.5506363, 9.9696785 53.5505955, 9.96954 53.5503714)"
7,w837977746,50,2,secondary,"LineString (9.9943283 53.4652017, 9.9944005 53.4651929, 9.9946226 53.4651541, 9.9947923 53.4651113)"
2,w1117107851,50,2,primary,"LineString (10.0408185 53.5525244, 10.0410251 53.5525315, 10.0410641 53.5525328, 10.0420767 53.5525662)"
7,w1132953955,50,3,secondary,"LineString (9.9812986 53.4582279, 9.9814423 53.4582836)"
7,w30530265,50,2,primary,"LineString (9.9893655 53.4573069, 9.9894116 53.4573141, 9.9899888 53.4574038, 9.9901731 53.4574292)"
12,w391821221,50,2,primary,"LineString (9.9780038 53.5770599, 9.9779368 53.5771468, 9.9778484 53.5772529, 9.9777653 53.5773557, 9.977727 53.5773986, 9.9776725 53.5774587, 9.9776237 53.5775055)"
7,w580237934,50,5,primary,"LineString (9.9793949 53.4644382, 9.9798241 53.464304)"
7,w1261871091,50,2,secondary,"LineString (9.9824064 53.4521734, 9.9825558 53.4521903)"
2,w602074487,50,4,tertiary,"LineString (10.0476635 53.5613654, 10.0476712 53.5614094, 10.0477063 53.5615929, 10.0477149 53.5616592)"
8,w10075388,50,,tertiary,"LineString (10.0994512 53.5969623, 10.1011192 53.5973144, 10.1016476 53.5974259, 10.1017975 53.5974558, 10.1020803 53.597517, 10.1021274 53.5975269)"
2,w260131483,30,2,tertiary,"LineString (10.0544213 53.5554932, 10.0541914 53.5555187, 10.053734 53.5556417, 10.0535133 53.5557593, 10.0533776 53.5558577, 10.0532685 53.555982, 10.0532224 53.55612, 10.0531897 53.5563157, 10.0531827 53.5564631, 10.0532134 53.5568054)"
13,w1002701276,50,2,tertiary,"LineString (9.9919303 53.5901257, 9.9921111 53.5906323, 9.9922355 53.5909854)"
3,w759539873,50,2,primary,"LineString (9.8541836 53.5982069, 9.8544027 53.5981694, 9.8545539 53.5981519, 9.8547283 53.598138, 9.8548872 53.5981288, 9.8550119 53.5981272, 9.8550601 53.5981304, 9.8550971 53.5981348, 9.8551588 53.5981479, 9.855257 53.5981757)"
13,w629587824,50,1,tertiary,"LineString (9.9915304 53.5888346, 9.9916338 53.5887095)"
2,w887471964,50,3,secondary,"LineString (10.0469167 53.5583964, 10.0470142 53.5584365, 10.0471781 53.5585034)"
11,w1026843176,,2,secondary,"LineString (10.1933345 53.6096226, 10.1934553 53.6096599)"
4,w608715874,50,2,secondary,"LineString (10.0336033 53.5846196, 10.0336006 53.5845862, 10.0335808 53.5844881, 10.0335545 53.5843541)"
9,w40203332,50,5,primary,"LineString (9.9048876 53.6088246, 9.9049168 53.6087344)"
0,w143065635,50,2,secondary,"LineString (9.9623628 53.5512114, 9.9621612 53.5512331, 9.9618008 53.551272, 9.9614431 53.5513105, 9.9612587 53.5513311, 9.9604472 53.5514217, 9.9603375 53.5514344, 9.9601703 53.5514548, 9.9589634 53.5515716, 9.9588463 53.5515738, 9.9587614 53.5515815, 9.9586971 53.5515873)"
13,w629587823,50,1,tertiary,"LineString (9.9914871 53.5883853, 9.9915259 53.5884142, 9.9915642 53.5884493)"
4,w5011754,50,,secondary,"LineString (10.0464623 53.5866693, 10.0464505 53.5867406, 10.0464453 53.5868431)"
2,w458542847,50,3,primary,"LineString (10.038097 53.5588829, 10.0386046 53.5590553, 10.0386697 53.5590794, 10.0387991 53.5591314)"
1,w35898925,50,,secondary,"LineString (10.1282157 53.6408129, 10.1283051 53.6406239, 10.1284303 53.6403267, 10.1285604 53.6400369, 10.1288284 53.6397306, 10.1293772 53.6392329, 10.1296055 53.6390244, 10.1300211 53.6387303, 10.1303488 53.6384946, 10.1308324 53.6381791, 10.1312972 53.6379117, 10.1314446 53.6378477, 10.1317415 53.6377142, 10.1321455 53.6375574, 10.1322128 53.6375334, 10.1324268 53.6374621, 10.1325693 53.6374185, 10.1325789 53.6374156, 10.1327112 53.6373819, 10.1328361 53.6373555, 10.1329627 53.6373306, 10.1331263 53.6373087)"
12,w651947720,50,2,primary,"LineString (9.958964 53.5738902, 9.9591589 53.5741155)"
13,w1318778648,50,2,primary,"LineString (9.9834825 53.5900857, 9.9837951 53.5902867, 9.9839617 53.5903998, 9.9841757 53.5905451)"
0,w808363453,50,2,secondary,"LineString (9.9673495 53.5510517, 9.9668677 53.5510506, 9.9661391 53.5510522, 9.9656223 53.5510514)"
14,w226907218,50,1,tertiary,"LineString (10.1493253 53.5297279, 10.1494865 53.5297093, 10.1495849 53.5296943, 10.1496538 53.5296824, 10.1497156 53.529671, 10.1497792 53.5296559)"
12,w952072728,50,4,primary,"LineString (9.9641881 53.5801489, 9.9641068 53.5800346)"
0,w1046194457,50,1,tertiary,"LineString (9.9556092 53.5516772, 9.9553167 53.5516362)"
12,w143710276,50,3,primary,"LineString (9.9560574 53.5704536, 9.9559144 53.5703588)"
10,w526852123,50,1,secondary,"LineString (10.2104205 53.499371, 10.2103736 53.4992369, 10.2103458 53.4991205, 10.2103298 53.4990428, 10.210313 53.4988943, 10.2103089 53.4988465, 10.2102916 53.4986844, 10.2102849 53.4985548, 10.2102673 53.4984366, 10.2102262 53.4982996, 10.2102026 53.4982205, 10.2101675 53.4981354, 10.2101067 53.4980023, 10.2100075 53.4978583)"
9,w860342668,50,3,tertiary,"LineString (9.9010971 53.6102219, 9.901011 53.6101294, 9.9009436 53.6100593, 9.9007414 53.6098583, 9.9006732 53.6097843)"
2,w229124240,50,3,primary,"LineString (10.0600769 53.550846, 10.0598706 53.5508853)"
4,w602161208,50,4,primary,"LineString (10.0506108 53.5938664, 10.050517 53.5939145)"
7,w1235210537,50,1,secondary,"LineString (10.0028044 53.4544195, 10.0028935 53.4543471, 10.0029574 53.4543219)"
8,w602001144,50,,tertiary,"LineString (10.0979687 53.596646, 10.0994512 53.5969623)"
7,w597208324,50,2,secondary,"LineString (9.9789317 53.4652129, 9.9791784 53.4650484, 9.9792541 53.4649979)"
13,w206120437,50,2,tertiary,"LineString (9.9897388 53.5820749, 9.99105 53.5824496, 9.9935499 53.5831372, 9.9936709 53.5831732)"
13,w802415575,50,1,tertiary,"LineString (9.9940654 53.5797581, 9.9941077 53.5798543, 9.9941459 53.580041)"
4,w24273378,50,2,secondary,"LineString (10.0328755 53.5821244, 10.0331617 53.5824509, 10.0331988 53.5824932, 10.0333149 53.5826676)"
12,w33590017,50,2,tertiary,"LineString (9.9713562 53.5711309, 9.9714532 53.5710627)"
2,w4020520,50,2,tertiary,"LineString (10.05725 53.5659648, 10.0572311 53.5660796, 10.0572245 53.5661119, 10.0571956 53.566257)"
0,w242955517,50,2,secondary,"LineString (9.948387 53.5489888, 9.9486149 53.5489223)"
7,w291977989,50,3,primary,"LineString (9.9814855 53.463813, 9.9816464 53.46371, 9.9817617 53.4636709, 9.9819952 53.4635973)"
2,w733883678,50,2,primary,"LineString (10.0499273 53.5520123, 10.0496171 53.5520824, 10.0491899 53.5521453, 10.0491024 53.552158, 10.048858 53.5521886)"
2,w1098794744,50,3,tertiary,"LineString (10.0570407 53.5640232, 10.0571193 53.5641527)"
9,w585251803,50,3,secondary,"LineString (9.9041554 53.6086249, 9.9041898 53.6086253, 9.9043436 53.608638, 9.9045998 53.6086793, 9.9047004 53.6086955, 9.9049168 53.6087344)"
2,w1184495878,50,2,primary,"LineString (10.0624118 53.550586, 10.0622074 53.5506099, 10.0619215 53.5506438, 10.0608599 53.550741, 10.0600769 53.550846)"
9,w130422326,50,2,tertiary,"LineString (9.8982013 53.6251718, 9.8985612 53.6251941, 9.8987953 53.6252086, 9.8990216 53.6252227, 9.8990847 53.6252266, 9.8993915 53.6252636, 9.9001406 53.6253649)"
14,w88380156,50,1,tertiary,"LineString (10.1499839 53.5273212, 10.1500046 53.527335, 10.150021 53.5273508, 10.1500324 53.527368, 10.1500386 53.5273861, 10.1500394 53.5274046, 10.1500348 53.5274228, 10.1500249 53.5274404, 10.15001 53.5274566, 10.1499905 53.527471)"
3,w154998596,50,,tertiary,"LineString (9.8618627 53.6071671, 9.8619467 53.6071656, 9.8629896 53.6071428, 9.8635061 53.6071295)"
12,w238934537,50,1,secondary_link,"LineString (9.9793981 53.5724388, 9.9792756 53.5724933, 9.9792219 53.5725084, 9.979176 53.572513, 9.9790854 53.5725138, 9.9790127 53.57251, 9.9789371 53.5725019, 9.97884 53.5724973, 9.9787061 53.5725048, 9.9786386 53.5725147, 9.9785612 53.5725367)"
5,w30996321,50,1,secondary,"LineString (10.0098278 53.4962341, 10.0094392 53.4963541, 10.0092422 53.4963843, 10.0091775 53.4963942, 10.0089178 53.4964258)"
2,w239778161,50,2,secondary,"LineString (10.0406689 53.5555759, 10.0404273 53.5555595)"
7,w26569060,50,2,primary,"LineString (9.9959046 53.4645349, 9.9960468 53.4644564)"
2,w74412353,50,4,secondary,"LineString (10.0419958 53.555555, 10.041639 53.5555676, 10.0413629 53.5555754, 10.041323 53.5555766)"
0,w143065629,50,2,secondary,"LineString (9.9718027 53.550094, 9.9713415 53.5501331, 9.9712638 53.5501391, 9.9711793 53.5501446, 9.9710979 53.5501479)"
8,w78448336,50,,tertiary,"LineString (10.1149048 53.5953208, 10.1149424 53.5953529, 10.1150892 53.5954655)"
7,w1091876257,50,1,secondary,"LineString (9.9916478 53.4604793, 9.9917873 53.4605905, 9.9918881 53.460723, 9.9919817 53.4608799, 9.9920737 53.4610572)"
7,w1261871038,50,2,secondary,"LineString (9.9806137 53.4518242, 9.9806868 53.451886, 9.9807445 53.4519224)"
8,w78448337,50,,tertiary,"LineString (10.1147041 53.5951808, 10.1147279 53.5951707, 10.1147544 53.5951633, 10.1147815 53.5951592, 10.1148093 53.5951581, 10.1148418 53.5951605, 10.1148727 53.595167, 10.114901 53.5951774, 10.114925 53.5951911, 10.114941 53.5952049, 10.1149526 53.5952202, 10.1149593 53.5952368, 10.1149609 53.5952529, 10.114957 53.5952706, 10.1149475 53.5952874, 10.1149294 53.5953056, 10.1149048 53.5953208)"
0,w659767909,50,2,secondary,"LineString (9.9562833 53.549687, 9.9563526 53.5496888)"
9,w25784412,80,3,motorway,"LineString (9.9162544 53.6118247, 9.9156463 53.6125015, 9.9152561 53.6129854, 9.9149443 53.6133726, 9.9145376 53.6138716, 9.9140232 53.6145018, 9.9137006 53.6148987, 9.9135403 53.6151081, 9.9133818 53.6153169, 9.9132539 53.6154957, 9.9131335 53.6156819, 9.9130513 53.6158239, 9.9129511 53.6160013, 9.9128584 53.6161911, 9.912781 53.6164002, 9.9126939 53.6166634, 9.9126423 53.6168749, 9.9126095 53.6170807, 9.9125923 53.6172945, 9.9125855 53.6175162, 9.912605 53.6177317, 9.9126296 53.6179455, 9.9126723 53.6181614, 9.9127313 53.6183717, 9.9127971 53.6185632, 9.9128823 53.6187561, 9.9130072 53.6190085, 9.9131201 53.6192005, 9.913227 53.619353, 9.9134475 53.6196154)"
4,w185406931,50,2,primary,"LineString (10.0402995 53.57987, 10.0401684 53.5797921, 10.0399514 53.5796146, 10.0395985 53.5791995)"
2,w228014552,50,4,secondary,"LineString (10.041323 53.5555766, 10.0408593 53.5555727)"
8,w922280181,50,3,secondary,"LineString (10.1244398 53.5876149, 10.1245357 53.5877831, 10.1245299 53.5878445, 10.1245235 53.5878852, 10.1245171 53.5879148, 10.1244904 53.5879759, 10.1244608 53.5880334, 10.1244495 53.5880569)"
4,w147109651,50,2,tertiary,"LineString (10.0373684 53.5956785, 10.0374953 53.595245, 10.0375022 53.5952216, 10.0376514 53.5947125, 10.0376596 53.5946842, 10.0378141 53.594137, 10.0378866 53.5939098, 10.0379712 53.5935764, 10.038025 53.5933882, 10.0381294 53.5930229, 10.0381568 53.5929271, 10.0382509 53.5926029, 10.0382821 53.5924962, 10.0383083 53.5924063, 10.0383792 53.5921655, 10.0383865 53.5921444, 10.0384262 53.5920186, 10.0384757 53.5918949, 10.0385745 53.5915618, 10.0386134 53.5914208, 10.0386246 53.5913812)"
4,w996556999,50,2,tertiary,"LineString (10.0386246 53.5913812, 10.0386418 53.5913194, 10.038672 53.5912214, 10.0387278 53.5910896, 10.0387794 53.5909951)"
4,w68287366,50,2,secondary,"LineString (10.0402023 53.5801843, 10.0401684 53.5800545)"
4,w47706630,50,2,secondary,"LineString (10.0571244 53.5802359, 10.0571128 53.5802568, 10.0565086 53.5813502, 10.0564443 53.5814708, 10.0562992 53.5817414, 10.056256 53.5818219, 10.0562281 53.5818715, 10.0561877 53.5819434, 10.0561279 53.5820499, 10.0559867 53.5821988, 10.055691 53.5824532, 10.0556156 53.582518, 10.0555107 53.5826092)"
4,w1218509542,50,2,secondary,"LineString (10.0333053 53.5888569, 10.0332768 53.5891262)"
4,w680718038,50,1,primary,"LineString (10.0549194 53.5918034, 10.0551054 53.5917116)"
1,w695656806,50,2,secondary,"LineString (10.1466339 53.6342744, 10.1463834 53.6341292)"
4,w373657510,50,2,secondary,"LineString (10.0321347 53.5931926, 10.0321899 53.5929782)"
4,w22282601,50,4,primary,"LineString (10.0600636 53.5943305, 10.0601544 53.594402, 10.0602476 53.5944754, 10.0606254 53.5947731, 10.0607131 53.5948427, 10.060917 53.5950046, 10.0609291 53.5950142, 10.0611231 53.5951548, 10.0613299 53.5953046, 10.0614253 53.5953709, 10.0616552 53.5955307, 10.0619867 53.595761, 10.0623654 53.5960132)"
4,w31640686,50,,secondary,"LineString (10.0331631 53.587857, 10.0334364 53.5878366)"
10,w1055145743,50,2,secondary,"LineString (10.2096578 53.4971854, 10.2097486 53.4972972, 10.2098874 53.4974835)"
4,w36837117,50,1,tertiary,"LineString (10.0494704 53.5792969, 10.0495591 53.5793396, 10.0496014 53.5793721, 10.0496283 53.5794018, 10.0496542 53.57944, 10.0496641 53.5794676, 10.0496656 53.579551, 10.0496463 53.5797176, 10.0496369 53.5798646, 10.0495645 53.5802205, 10.0495361 53.5803049, 10.0494238 53.5806384, 10.0493599 53.580744, 10.0491041 53.5811666, 10.048858 53.5814453, 10.0487135 53.5816054, 10.0485958 53.5817175, 10.0484736 53.5818213, 10.0482197 53.5820369, 10.0481778 53.5820667, 10.0477917 53.582346, 10.0474983 53.5825582)"
13,w599674123,50,2,tertiary,"LineString (9.9946481 53.5834755, 9.994601 53.5834646)"
7,w259567157,50,3,primary,"LineString (9.9891481 53.4567291, 9.9889835 53.4570687, 9.9889653 53.4571063)"
7,w198706042,80,3,trunk,"LineString (9.9976469 53.4645018, 9.9977779 53.4642057, 9.9979481 53.4637595, 9.9981159 53.4631816)"
13,w249820593,,2,secondary,"LineString (9.9876984 53.58209, 9.9877462 53.5820577, 9.9878491 53.5820008, 9.9878949 53.5819765, 9.9879535 53.5819382)"
4,w602161206,50,5,tertiary,"LineString (10.0500148 53.5944206, 10.0500167 53.5943738, 10.0500206 53.5943289)"
5,w217399746,50,2,secondary,"LineString (9.999033 53.498613, 9.9991157 53.4985976, 9.9992377 53.4985714, 9.9998221 53.4984123)"
0,w194677527,50,3,secondary,"LineString (9.9556469 53.5497943, 9.9554125 53.5497813)"
0,w1197213726,50,2,secondary,"LineString (9.9694163 53.5500226, 9.9694859 53.5499009, 9.9695475 53.549815)"
8,w3846171,50,2,tertiary,"LineString (10.1214964 53.5949057, 10.1216486 53.5945395, 10.1217019 53.5944065, 10.1217304 53.5943352, 10.1220112 53.5936339)"
4,w252378409,50,1,secondary,"LineString (10.0462212 53.5873706, 10.0462699 53.587366, 10.046319 53.5873688, 10.0463653 53.5873787)"
2,w733883675,50,2,tertiary,"LineString (10.0407256 53.5521994, 10.0408171 53.5520692, 10.0410378 53.5518356)"
0,w690707851,50,3,secondary,"LineString (9.9447723 53.5508309, 9.9445875 53.5507842, 9.9444108 53.5507394, 9.9443138 53.5507161, 9.9440266 53.5506518)"
7,w38782312,50,2,tertiary,"LineString (10.0073956 53.4524496, 10.0071166 53.4525646, 10.0058577 53.4530909, 10.0057497 53.453136, 10.0056496 53.4531885)"
1,w1230848456,50,1,secondary,"LineString (10.1403345 53.6291604, 10.1401528 53.6291358)"
4,w23070756,50,2,secondary,"LineString (10.0513325 53.5868396, 10.0512417 53.5869212, 10.0511243 53.5870275)"
8,w46695446,50,,tertiary,"LineString (10.1247886 53.5984591, 10.1246774 53.5983817, 10.124583 53.5983161, 10.1243991 53.5981882)"
9,w374964474,50,3,primary,"LineString (9.9079627 53.6199477, 9.907822 53.6193457, 9.9075889 53.6184703)"
1,w32921087,50,1,secondary,"LineString (10.1401528 53.6291358, 10.1397855 53.6291037, 10.1395295 53.6290782)"
4,w36821532,50,3,primary,"LineString (10.0484908 53.5850069, 10.0482668 53.584939, 10.0481217 53.5848672, 10.0479352 53.5847393, 10.0477789 53.584629, 10.0476722 53.584549)"
12,w238921527,50,4,secondary,"LineString (9.9786349 53.5723664, 9.9785242 53.5723311)"
13,w802415577,,1,tertiary,"LineString (9.9938918 53.5797831, 9.9938118 53.5798011, 9.9937278 53.5798306, 9.9936329 53.5798639, 9.9935849 53.5798751, 9.9935301 53.5798848, 9.9934601 53.5798937, 9.9933784 53.5798994, 9.9932698 53.5799128)"
0,w24502638,50,2,secondary,"LineString (9.961316 53.5464315, 9.9610021 53.5464022, 9.9605633 53.5463602, 9.9599411 53.5462883)"
7,w580232213,50,3,primary,"LineString (9.9828112 53.4633881, 9.9824296 53.4635639, 9.9823035 53.4636102, 9.9822577 53.4636253, 9.9821117 53.4636734)"
0,w596083286,50,3,secondary,"LineString (9.9518987 53.5465711, 9.9516565 53.5465568, 9.9514183 53.5465348, 9.9511281 53.5464907)"
4,w1184450540,50,2,secondary,"LineString (10.0330355 53.5798297, 10.0332807 53.5798362, 10.0335143 53.5798551)"
12,w436425844,50,4,primary,"LineString (9.9578957 53.5725708, 9.9578313 53.5724879)"
14,w5007571,50,2,primary_link,"LineString (10.1514343 53.5201987, 10.1512483 53.5204046, 10.1510975 53.5205142, 10.1498497 53.521256, 10.1485481 53.5220228, 10.1484132 53.5220864, 10.148322 53.5221217)"
14,w666205959,70,3,trunk,"LineString (10.1363966 53.5262637, 10.1360654 53.5263977)"
7,w598514759,50,2,primary,"LineString (9.9960468 53.4644564, 9.9961807 53.4643784)"
4,w188565076,50,2,tertiary,"LineString (10.0452709 53.5914396, 10.0455714 53.5914424, 10.0456083 53.5914427)"
8,w1095129748,50,,tertiary,"LineString (10.11046 53.5929042, 10.1105009 53.5928907, 10.110547 53.5928865, 10.1105928 53.592892, 10.1106326 53.5929065, 10.1106614 53.5929283, 10.1106758 53.5929547, 10.1106739 53.5929825, 10.1106559 53.5930081)"
2,w69549529,50,2,secondary,"LineString (10.0680254 53.5619145, 10.0680637 53.5618133, 10.0690334 53.5606811, 10.0690709 53.5606414, 10.0691546 53.5605466, 10.0692301 53.560459)"
9,w691236376,50,5,primary,"LineString (9.9052654 53.6080889, 9.9053596 53.6079399)"
4,w114253668,50,2,tertiary,"LineString (10.0291432 53.5781749, 10.02931 53.578257, 10.0295672 53.5783897, 10.0299989 53.5786251, 10.0304321 53.5788612, 10.0308626 53.579094, 10.0313137 53.5793333)"
10,w536737916,30,2,secondary,"LineString (10.2100075 53.4978583, 10.2099673 53.4977896, 10.2098134 53.4975542)"
4,w188565082,50,3,secondary,"LineString (10.0382731 53.5802494, 10.0388042 53.5802486)"
4,w179540390,50,2,secondary,"LineString (10.0442936 53.5927619, 10.0442961 53.5928058, 10.0443038 53.5930835, 10.0443047 53.5931137)"
8,w43127442,50,2,secondary,"LineString (10.1084256 53.5920636, 10.1083381 53.5919885, 10.107903 53.5916576, 10.1077542 53.5915532, 10.1075052 53.5914094, 10.1074594 53.591385, 10.1073011 53.5913006)"
7,w485697039,50,2,primary,"LineString (9.9874689 53.4517947, 9.9875887 53.4518032)"
4,w23070807,50,2,secondary,"LineString (10.0518332 53.5862059, 10.0517822 53.5863148, 10.0515798 53.5865667, 10.0515535 53.5865994)"
2,w59410545,50,2,primary,"LineString (10.0389729 53.5588056, 10.0391161 53.5584998, 10.0391538 53.5584183)"
8,w592807761,50,3,secondary,"LineString (10.1000431 53.589269, 10.0997829 53.5892173)"
4,w23838684,50,2,secondary,"LineString (10.0544133 53.5836789, 10.0543327 53.5837527)"
2,w46243759,30,2,tertiary,"LineString (10.0458009 53.5632193, 10.0458027 53.5634628)"
12,w137159047,50,4,primary,"LineString (9.9645577 53.5806222, 9.9644727 53.5805295, 9.9643721 53.5804022)"
0,w808363452,50,2,secondary,"LineString (9.9656223 53.5510514, 9.9651544 53.5510519, 9.9651014 53.5510538, 9.9649999 53.5510578)"
2,w797692129,50,2,trunk,"LineString (10.0675684 53.5500544, 10.0671482 53.5501027, 10.0669864 53.5501213)"
11,w1226437606,50,2,tertiary,"LineString (10.1869781 53.6028898, 10.187181 53.6029237, 10.1873365 53.6029512, 10.1875169 53.6029868, 10.1878319 53.603057)"
7,w30991608,30,2,secondary,"LineString (9.9854158 53.4627786, 9.9851511 53.4629261, 9.9849647 53.4630255, 9.9847513 53.4631217, 9.984483 53.4632254, 9.9844194 53.4632499, 9.9839848 53.4633958, 9.9838687 53.4634348, 9.9831178 53.4636718)"
0,w954560546,50,1,tertiary,"LineString (9.9538192 53.5455815, 9.9538993 53.5455952)"
7,w598514726,50,2,secondary,"LineString (9.9938148 53.4652238, 9.9939829 53.4652234)"
4,w538353337,50,3,tertiary,"LineString (10.0326653 53.5964416, 10.0322886 53.5963515)"
0,w143065638,50,2,secondary,"LineString (9.9683882 53.5510768, 9.9682562 53.5510615, 9.9681096 53.5510556, 9.9677668 53.5510546, 9.9676498 53.5510524)"
7,w680621641,50,1,trunk_link,"LineString (9.9983461 53.4636749, 9.9984489 53.4636899)"
2,w146827059,50,2,secondary,"LineString (10.0651202 53.5539221, 10.0653015 53.5538991, 10.0656871 53.5538484, 10.066248 53.5537655, 10.0663976 53.5537347, 10.0666882 53.5536626)"
1,w991319608,,,secondary,"LineString (10.1353488 53.6365502, 10.135341 53.6365648, 10.1350383 53.637063, 10.1348828 53.6373189)"
9,w223512736,50,1,motorway_link,"LineString (9.9070019 53.6180592, 9.9072438 53.6178631, 9.9073111 53.6178003, 9.9073425 53.6177622, 9.9073893 53.6176793)"
1,w85734460,50,4,secondary,"LineString (10.1362513 53.6257385, 10.1358986 53.6256634, 10.1355447 53.6255749, 10.1351358 53.6254571, 10.1347675 53.6253332, 10.1344958 53.6252322, 10.1342711 53.6251312, 10.1341791 53.6250895, 10.1340261 53.6250203, 10.1337518 53.6248749, 10.1334646 53.6247006, 10.1327983 53.6242726)"
3,w29329055,50,,tertiary,"LineString (9.8618627 53.6071671, 9.861856 53.6071936, 9.8618358 53.6072198, 9.861803 53.607241, 9.8617608 53.6072552, 9.8617157 53.6072609, 9.8616698 53.6072585, 9.8616307 53.6072494, 9.8615971 53.6072345, 9.8615714 53.6072148, 9.8615555 53.6071918, 9.8615506 53.6071677, 9.8615564 53.6071437, 9.8615726 53.6071214, 9.861598 53.6071024, 9.8616336 53.6070863, 9.8616689 53.6070791, 9.8617145 53.6070765, 9.8617594 53.607082, 9.8617997 53.6070949, 9.8618318 53.6071143, 9.8618531 53.6071383, 9.8618627 53.6071671)"
2,w458542851,50,4,primary,"LineString (10.0465972 53.5611368, 10.0472715 53.5611405, 10.0473295 53.561139, 10.047576 53.5611365)"
12,w892745977,50,3,tertiary,"LineString (9.9684276 53.5721745, 9.9679652 53.5722923, 9.9678947 53.5723094, 9.9676395 53.5723711)"
4,w964064668,50,3,secondary,"LineString (10.0331003 53.5899884, 10.0329607 53.5906238, 10.0329495 53.5906721, 10.0329047 53.5908383)"
0,w1045534399,50,2,secondary,"LineString (9.9563526 53.5496888, 9.9565966 53.5496909, 9.9568896 53.5496865, 9.9571497 53.5496729, 9.9573968 53.5496559)"
2,w59410520,50,2,primary,"LineString (10.038666 53.5593735, 10.0386851 53.5593388)"
7,w29071917,50,2,trunk_link,"LineString (9.9880487 53.4521211, 9.9878334 53.4520639, 9.9877699 53.4520477, 9.9876156 53.4519937)"
7,w43299084,50,2,tertiary,"LineString (9.9815221 53.467224, 9.9815581 53.4672267, 9.9815944 53.4672269, 9.9816266 53.467226, 9.9816603 53.4672221, 9.9817075 53.4672131, 9.9820121 53.4671494, 9.9824034 53.4670622, 9.9825387 53.467035)"
7,w30980761,50,2,primary,"LineString (9.9961807 53.4643784, 9.9966786 53.4641461, 9.9969778 53.4640212)"
